Statement,Rating
Bakit kayo defensive? Baka guilty? Tanong ni De Lima sa Palasyo ukol sa hakbang ng ICC sa ‘war on drugs’,Real
Data breach tinututukan na ng PNP  ,Real
"Mga prayoridad ni bagong DSWD Sec Gatchalian, alamin",Real
"DSWD, pinasalamatan ang DBM sa timely release ng ₱151B budget",Real
Pilipinas hindi makikipagtulungan sa ICC probe sa war on drugs ni Pangulong Duterte,Real
BSP nagbabala sa pekeng P150: We have not released a banknote featuring Dr. Jose Rizal,Real
"Unyon ng mga Marino, suportado ang Escrow Deposit",Real
"37 lugar sa Pasig, isinailalim sa dalawang linggong granular lockdown",Real
Pangulong Marcos: EDCA sites ‘di gagamitin sa pag-atake,Real
Sitwasyon ng edukasyon sa Pampanga inapela sa DepEd,Real
"Military charges, inihain na vs. Durante,Licyayo dahil sa pagkakasangkot sa pagpatay kay Yvonette Plaza",Real
DOH muling nagbabala kontra pagpapapako sa krus,Real
Lalaki gumamit ng pekeng kamay para magpabakuna sa Italya,Real
"Mga residente sa Tondo, nag-pool party sa kalye ngayong tag-init",Real
"CHR, mag-iimbestiga sa pagkasawi ng isang transgender sa QC",Real
"Nasawi sa nasunog na ferry sa Basilan, 28 na; 18 bangkay, nakita sa barko",Real
DFA tinatanggap na ang ‘e-PhilID’ sa passport application,Real
"PhilHealth, magsasagawa ng review para sa kanilang Covid-19 benefit packages",Real
"Babaeng nagpapanggap na fixer ng annulment kapalit ang malaking pera, huli sa QC",Real
"2 mananaya sa Pasay City at San Mateo, hati sa P33-M jackpot sa Superlotto 6/49",Real
"P75M jackpot sa Lotto 6/55, napanalunan ng taga-Quezon City; 2 taga-Laguna, wagi naman sa 6/45",Real
"Walo pang mga ‘unclaimed’ na mga bangkay ng Bilibid PDLs, inilibing na",Real
"Mga lugar na nakasailalim sa lockdown sa QC, nadagdagan pa",Real
Sen. Pia nais isama sa lahat ng lebel ng edukasyon ang ‘soft skills’,Real
PH nangako ng PHP5.4 million na tulong para suportahan ang humanitarian aid operations sa Yemen,Real
"Misteryosong bola ng bakal na natagpuan sa beach sa Japan, pinangambahang isang uri ng bomba",Real
High-tech US Military assets tampok sa Balikatan Exercises 2023,Real
"DFA: Maynila, Beijing balik usapan sa 'joint oil, gas exploration' sa Mayo",Real
Marcos inaprubahan ang single operating system sa lahat ng government transactions,Real
"Recto: P16B para sa kampanya kontra communist party, hindi sa community pantry",Real
"PAGASA: Bagyo naging LPA na, asahan pa rin ang mga ulan sa Luzon",Real
72 patay sa lunod noong Holy Week - PNP,Real
DOOH PH nag-sorry sa direktor ng ‘The Kingmaker’ ukol sa giant billboard ni Imelda Marcos,Real
Drug test muna sa mga artista bago sumabak sa trabaho…payag naman kaya ang mga taga-showbiz?,Real
"Lalaking isa sa most wanted sa pagpatay sa isang bata at helper, huli matapos ang halos 25 taon",Real
Pagpapabuti ng Basic at Early ­Childhood Education isinulong sa Senado,Real
"Panukalang pagtatayo ng PUP Caloocan City North campus, pasado na sa Senado",Real
"1,944 kaso ng COVID-19 sa ‘long holidays’",Real
"Panghoholdap sa salon sa Maynila, nahuli-cam; mga kawatan, nanghingi pa ng pera gamit ang nakaw na cellphone",Real
Mungkahi ng NFA: Mag-angkat ng bigas na pang-buffer stock,Real
"Mga Pinoy na may sakit sa bato, dumadami, ayon sa eksperto",Real
"Comelec, iniulat na halos 74% nang kumpleto ang pag-imprenta ng mga balota na gagamitin sa BSKE sa Oktubre",Real
"NBA Conference Semifinals: Phoenix ibinaon ang Denver, 3-0; Philadelphia umabante kontra Atlanta, 2-1",Real
"PBBM, nagpasalamat sa mataas na performance at trust ratings para sa administrasyong Marcos-Duterte",Real
"‘Walang pasok’ idineklara sa ilang lugar sa Laguna, Palawan bunsod ng masamang panahon",Real
Failure of elections malabong mangyari sa mga lugar na may granular lockdown,Real
Magsasaka todas matapos saksakin ng mister ng umano’y kabit,Real
PDEA pinayagang hindi magpa-drug test ang naarestong anak ni DOJ Chief Remulla,Real
"Mas nakakahawang COVID-19 Omicron ‘XBB subvariant’, ‘XBC variant’ nasa Pinas na",Real
"3-anyos na bata, aksidenteng nabaril at napatay ang 4-anyos niyang ate sa US",Real
"DILG Secretary Abalos, ipinag-utos na imbestigahan ang pagkamatay sa Adamson University student dahil umano sa hazing",Real
OSG humirit sa CA na iatras ang pag-apruba sa ‘pay-TV service’ ng Newsnet,Real
"Higit sa 10,000 bagong trabaho, nakalaan para sa mga taga-Caloocan City",Real
NBA playoffs magsisimula na,Real
"Bilang ng mga rehistradong botante para sa 2022 elections, umabot na sa 59M",Real
Jillian Robredo sinigawan habang nangangampanya sa Baguio City,Real
"Pagkakaroon ng unified curfew hours, pinagkasunduan ng Metro Manila mayors",Real
"Comelec, bukas na pag-aralan ang panukalang pagpapaliban ng Barangay, SK polls sa Negros Oriental",Real
"Pamilya ni Jullebee Ranara, humingi ng privacy sa pagsisimula ng burol ng OFW",Real
"Senadora Risa Hontiveros, bumwelta laban sa plano ni Marcos na umalis sa ICC",Real
Bulkang Mayon ibinaba na sa Alert Level 1  –Phivolcs,Real
"TINGNAN: Tanggol, Mokang sumabit sa dyip sa Maynila",Real
Mag-inang Fil-Am binugbog sa New York dahil sa pagiging Asian,Real
"Displaced OFWs sa Saudi Arabia, tatanggap ng tig-10k na humanitarian aid mula sa pamahalaan",Real
"Halos 1k, natulungan sa Anti-Stunting Campaign ng Brigada Group",Real
"3 nakasakay sa motorcycle taxi, na-hit and run ng kotse sa Las Pi&ntilde;as City",Real
Merlat nahuling kumakalabit sa isang pulis gamit ang GPS,Real
2 napanalunan ang P82M na jackpot prize ng Lotto 6/42,Real
"Deployment ng mga household services workers sa Pakistan, suspendido pa rin",Real
"Atleta at coach na lalahok sa Tokyo Olympics, SEA Games, nasa priority list ng vaccination",Real
Jaywalker sa EDSA Bus Carousel station nabundol,Real
"‘Igorot Stone Kingdom’ ng Baguio ipinasara, hindi sumunod sa permit requirements",Real
"PDEG chief Gen. Domingo, dismayado; itinangging may cover-up sa nasabat na P6.7-B shabu",Real
DOH handa sa COVID-19 surge,Real
"Helicopter na maghahatid ng pasyente sa ospital, nawawala sa Palawan",Real
"Atty. Topacio: Teves, hindi nagtatago, haharapin ang mga kaso at alegasyon",Real
"Lalaking sumigaw sa viral video ni Jillian Robredo, nagsalita na: Hinding-hindi ako hihingi ng tawad",Real
"Julia Montes, Alden Richards magsasama sa pelikula",Real
"Mahigit 1k pulis sa Metro Manila ipakakalat sa Bagong Taon, mga magpapaputok bantay-sarado",Real
"Senior citizen, halos 3 linggo nang nananatili sa PITX matapos manakawan",Real
"Nadiskaril na tren ng PNR sa Makati, nakahambalang pa rin",Real
"Ilang kalsada sa Maynila magsasara para sa 2022 Bar exams, ‘liquor ban’ ipatutupad",Real
"Mataas na approval, trust ratings nina Pangulong Marcos Jr., Vise Presidente Sara napanatili",Real
Hong Kong travel ban ‘hindi pa pinal’ – NTF,Real
"Senior citizen, nanalo ng P35-M sa Lotto 6/42",Real
LTFRB iimbestigahan ang mga naniningil ng pamasahe sa ‘libreng sakay’ ng EDSA carousel,Real
"Tuyo na ulam ng masa, tumaas na ang presyo",Real
NDRRMC: 6 nawawala sa Eastern Visayas dahil sa patuloy na pag-ulan,Real
League of governors at PNP magpupulong kasunod ng pagpatay kay Degamo,Real
"DOJ panel, ibinasura ang motion for reconsideration ni Bantag sa murder cases na isinampa laban sa kanya",Real
"Suspek sa pamamaril sa brgy. kagawad sa Maynila, hindi naging sundalo--MPD",Real
Palasyo bumuo ng task force para tugunan ang pattern of impunity sa Negros Oriental,Real
,Real
Single mom pinatay sa pamamagitan ng kable ng charger; krimen nasaksihan ng anak,Real
"Anak ni JPE na si Katrina Enrile sasabak na rin sa politika, tatakbong kongresista sa Cagayan",Real
Beyonce nangunguna sa dami ng nominasyon ngayong 2021 Grammy Awards,Real
Bongbong Marcos sinuspinde ang pagpapatupad ng dagdag Philhealth contribution,Real
"Biyuda ni Degamo, iminungkahi na magpalit ng PNP protocol sa pagpresenta sa mga suspek",Real
"Pres. Marcos, ipinatawag ang Chinese envoy sa Pilipinas",Real
"Pangako ng bagong NCRPO Chief: We shall provide an environment that breeds a culture of trust, loyalty and professionalism",Real
"DICT, pupulungin ang mga public telco entities at stakeholders re: SIM registration extension",Real
DTI Sec Pascual – nakalusot na rin sa Commission on Appointments,Real
Atty. Topacio: Hindi magtatago si Negros Oriental Rep. Teves,Real
"Abalos, Remulla nape-prejudice ang kaso ni Teves: Topacio",Real
Itigil ang importasyon! Isipin ang mga magsasaka! – Sen. Migz Zubiri,Real
Special IDs hindi kailangan sa unified curfew hours sa Metro Manila,Real
Walang Pilipinong naiulat na nasaktan sa 7.8 magnitude na lindol sa Turkey,Real
P43-B pondo para sa health insurance ng 8-million senior citizens inilabas ng DBM,Real
"10 suspek sa pagkidnap at pagpatay sa Pharma exec, kinasuhan ng kidnapping at murder",Real
Liberal Party may ieendorsong limang senatoriables sa 2022 elections,Real
"LTFRB, nanawagan ng dayalogo sa TNVS sa NCR",Real
Marcos: “encouraging” ang very good satisfaction rating ng SWS,Real
"Marcos, Chinese foreign minister nag-usap sa Malacanang",Real
"Libreng sakay ng Edsa carousel gagawing 24 oras, magtatapos ng Dec. 31",Real
Ilocos Rep. Sandro Marcos ‘top performer’ representative ng Kamara –survey,Real
"Pag-iisyu ng plastic card drivers license ng LTO, posibleng hanggang sa katapusan na lang ng buwan",Real
Gen. Andres Centino ibinalik sa pagiging AFP Chief of Staff,Real
Eleazar tiniyak na isusulong ang sapat na pondo para sa North-South commuter railway,Real
Remulla nakipagpulong kay ex-Gov. Pryde Henry Teves,Real
Ilang pasahero nalito sa balasahan ng terminal sa NAIA,Real
"Viral ‘killer cop’ namatay sa loob ng Bilibid, ‘foul play’ iniimbestigahan na",Real
"5-anyos na bata, patay matapos mahagip ng truck sa Taguig",Real
"New York City, pinaigting ang laban sa mga daga; nagtalaga na ng 'rat czar'",Real
"Lacson, sinabing may pondo para mabakunahan ang mga kabataan",Real
"COVID-19 Alert Level 2 itinaas sa 26 na lugar, Metro Manila nasa Alert Level 1 –IATF",Real
Iglesia ni Cristo suportado ang kandidatura ni Mark Villar,Real
ALAMIN: Paano gumagana ang acupuncture sa katawan,Real
"Frat member na sangkot umano sa pagkamatay ni Salilig, natagpuang patay sa Taguig City",Real
Ilang baybaying dagat positibo sa red tide,Real
"Lalaking nangmolestiya sa sariling anak, arestado",Real
Bongbong Marcos siniguro ang mabilis na aksyon sa mga biktima ng magnitude 7 earthquake,Real
"Go, suportado ang panukala na lagyan ng body camera ang mga pulis na makikiisa sa anti-illegal drug operations",Real
"Panukalang naglalayung palawigin ang termino ng barangay at SK officials, inihain sa Kamara",Real
"MMDA: Number coding, balik na sa Martes kahit may transport strike pa",Real
Water interruption sa ilang lugar sususpendehin: Maynilad,Real
"Proteksyon sa pamilya ng mga witness sa Degamo slay, tiniyak ni Remulla",Real
"Panukalang Eddie Garcia Act, aprubado na sa ikatlo at huling pagbasa ng Kamara",Real
"DICT, palalakasin ang kanilang SIM registration efforts sa gitna ng napaulat na pagbagal nito",Real
SolGen Jose Calida itinalaga bilang bagong COA chairman,Real
"Virgin Island vendor nagsalita na sa diumano’y overpriced na P26,000 singil sa turista",Real
"Paliwanag ng China sa paggamit nila ng laser sa PCG, 'di pinaniwalaan ng DFA",Real
"5 patay sa raid, 2 arestado sa North Cotabato",Real
"DOH nabahala, residenteng apektado ng oil spill sa Mindoro nagkakasakit na",Real
Ping Remulla nanumpa na bilang kinatawan ng ikapitong distrito ng Cavite,Real
Pang-aabuso sa ‘substitution rule’ ng Comelec nais matigil ni Sen. Leila de Lima,Real
"DA, pormal nang inilunsad ang loan program para sa mga magsasaka ng sibuyas",Real
"Operasyon ng Pasig River Ferry Service, suspendido sa Semana Santa",Real
"CDC nagbabala sa panibagong ‘Marburg virus’, may outbreak na sa bahagi ng Africa",Real
"Mga banko, papayagan nang tumanggap ng ePhilIDs para sa mga bank transactions",Real
"Pogoy ng TNT nabalian ng daliri, 'di makakalaro sa SEA Games",Real
Mensahe ni Pangulong Bongbong sa mga deboto ng Itim na Nazareno: Faith can conquer looming storms,Real
Suspek sa pagpatay sa 82 anyos na lola arestado,Real
Marcos dadalo sa coronation ni King Charles III,Real
Queen Elizabeth II pumanaw na sa edad na 96,Real
Teacher sa viral TikTok video nag-sorry na,Real
"P10k ayuda, matatanggap ng mga displaced Saudi OFWs",Real
"Senador, walang nakikitang problemang legal kung isasama ang mga foreign students sa coverage ng ROTC bill",Real
Inflation rate bumababa na - NEDA,Real
Miles Ocampo ibinahagi kung bakit nagpa-opera,Real
"Philipine Army, sinimulan na ang back-to-back military exercises kasama ang US at Australia",Real
Pahinante patay matapos mabagsakan ng debris sa Maynila,Real
NFA dapat bumili sa mga magsasaka imbes mag-import: grupo,Real
"‘Bantag, Zulueta sumuko na kayo!’ - Azurin",Real
"Mga nabigyan ng ‘ECQ ayuda’ sa Maynila, nasa 52% na",Real
"BFP: Sunog sa isang business establishment sa QC, naapula na",Real
"Lalaki sa QC, arestado matapos umanong hipuan ang dalawang nakasalubong na menor de edad",Real
"Marcos, nakapag-uwi ng $13 billion investment pledges sa 5-day working visit sa Japan",Real
'Revenge travel' ikinatuwa ng nasa tourism sector,Real
"8 local pharma companies interesadong gumawa ng COVID-19 vaccines, ayon sa DOST",Real
"Gobyerno, pinag-aaralan ang EO kaugnay sa devolution ng executive functions sa mga LGUs",Real
"Bong Go: Frontliners, mga bayani sa araw-araw",Real
"Eroplano mula Korea sumadsad sa Cebu, ilang flights sa Mactan Cebu airport kanselado",Real
"85-man response team, ipapadala ng PH sa Turkey upang magdala ng tulong sa mga biktima ng malakas na lindol",Real
Senado posibleng i-ratify ang RCEP sa unang quarter ng taon,Real
"Maris Racal, Awra Briguela nagpasiklab sa 'ASAP' stage",Real
VP Sara hinimok ang ACT na itigil ang paggamit ng victim card at kondenahin ang pag-atake ng NPA sa Masbate,Real
Promise ni Pangulong Bongbong Marcos: Wala na tayong gagawing lockdown…,Real
"Ina, 3-anyos na anak nasawi sa sunog sa Bacolod City",Real
4-5 pang mga suspek sa Degamo shooting – patuloy na tinutugis ng mga otoridad,Real
"Socmed influencer Francis Marcos kinampihan ng Comelec, tuloy ang pagtakbong senador",Real
PAGASA walang namomonitor na sama ng panahon hanggang katapusan ng Abril,Real
"LPA naging bagyo na, Signal no. 1 itinaas sa probinsya ng Catanduanes",Real
Jackpot prize sa Megalotto 6/45 lagpas P100 milyon na,Real
7 bansa sa Europa nasa ‘red list’ na rin ng Pinas dahil sa Omicron,Real
"Hinihinalang bomba, nagdulot ng takot sa Tanauan, Batangas",Real
"Super Health Center sa Dipolog sinuri, mahihirap inayudahan ni Bong Go",Real
Clark Aurora Music Fest dinagsa,Real
HORI7ON tututukan ang debut bilang global pop group,Real
"LPA, Hanging Amihan magpapaulan sa Luzon – PAGASA ",Real
"Trainer aircraft, bumagsak sa Lipa City; mga piloto, ligtas",Real
"Mag-asawa, inireklamo na sangkot umano sa 'Rentangay' scam",Real
"711 na bagong kaso ng omicron subvariants, natukoy sa Pilipinas",Real
"Farm-gate price ng kamatis, bagsak sa P3 kada kilo",Real
"SC, ibinasura ang kasong rape at acts of lasciviousness na isinampa ni  Denise Cornejo laban kay Vhong Navarro",Real
"Pinoy, napuntahan ang 1,634 mga lungsod at bayan sa Pilipinas",Real
‘Gun ban’ ipinatutupad sa Central Visayas para sa pagdiriwang ng Sinulog Festival,Real
MMDA mag-aalok ng libreng sakay sakaling matuloy ang banta na transport strike sa Lunes,Real
‘Rep. Arnie Teves sangkot sa mga patayan sa Negros Oriental’ – Mayor Degamo,Real
BFAR hindi nakikitang magkakaroon ng kakulangan ng supply ng isda sa buong bansa dahil sa oil spill sa Mindoro,Real
"Las Piñas RTC, pina-aaresto si Bantag at apat na iba pa re: Percy Lapid slay case",Real
"Imee, wi-nelcome ang mungkahing italaga siyang Agriculture Secretary",Real
"Czech Republic gov’t, pinag-aaralan ang pagpapalawak ng pagtanggap ng Pinoy workers sa kanilang bansa",Real
"Paggamit ng AstraZeneca vaccine sa mga may edad 60 pababa, ipinahinto muna",Real
"Daily COVID-19 tally ng Pilipinas, muling umabot sa 300",Real
"Pari, pinaalalahanan ang mga mananampalataya na hindi kailangang maging magastos para ipahayag ang pagmamahal",Real
"DSWD, ibinahagi na ang listahan ng poor households sa PSA para sa nat’l ID system",Real
Mga miyembro ng Japan Coast Guard tutulong na rin sa cleanup operations sa mga apektado ng oil spill sa Mindoro,Real
"Karagdagang 10,000 slots, welcome sa TNVS Alliance of the Philippines",Real
"Staycation sa mga hotel na nasa MGCQ, pinayagan na",Real
"Paggunita ng Semana Santa sa mga pantalan, ‘all good’ - PPA",Real
Duterte pinuna ni De Lima sa pagmaliit sa 2016 Hague victory ng Pilipinas,Real
"Tulfo, nakikipag-ugnayan sa Palasyo, NEA re: Occidental Mindoro energy crisis",Real
"Partylist lawmakers, naghain ng resolusyon na humihimok na imbestigahan ang pagkamatay ng negosyanteng si Yvonne Plaza",Real
"El Niño alert, posibleng ikasa ng PAGASA sa Mayo",Real
"January 2023 unemployment rate, nananatili mababa sa 4.8% – datos",Real
Scammer na mala-’Anna Delvey’ ng Pinas arestado sa Taguig,Real
Driver ng SUV na sangkot sa kasong hit-and-run at nakasagasa ng sekyu sumuko na sa PNP,Real
2 gumagawa ng pekeng firearms license tiklo,Real
"Pinoy wartime heroes, gawing inspirasyon - CSC",Real
"Cessna plane na higit 1 buwan nang hinahanap, nakita na sa Isabela; 6 na sakay, nasawi",Real
US film na ‘Plane’ ire-reevaluate ng MTRCB dahil negatibong portrayal nito sa Pilipinas,Real
"Kuwait, nangako na mabibigyan ng hustisya si Jullebee Ranara",Real
"Anak na babae ng dating vice mayor sa Masbate, 1 linggo nang nawawala",Real
DepEd pinapayagan ang mga eskwelahan na magsuspinde ng klase dahil sa init,Real
Sanggol ipinagbili online; 20-anyos na ina dinakma,Real
